hour,weather,traffic_density,historical_crash_proximity,risk_score
12,0,0.809,0.22,48.2
2,0,0.221,0.399,29.7
10,0,0.417,0.569,31.6
1,1,0.016,0.76,54.4
23,0,0.105,0.32,22.5
14,0,0.896,0.271,51.3
12,0,0.837,0.73,46.2
18,0,0.841,0.514,45.2
21,1,0.411,0.857,65.0
15,1,0.142,0.211,37.7
17,0,0.108,0.771,24.6
6,0,0.606,0.162,32.4
12,0,0.828,0.585,51.3
3,1,0.9,0.284,81.9
8,0,0.289,0.101,17.4
9,1,0.321,0.617,55.6
8,0,0.101,0.507,18.6
6,1,0.774,0.486,75.8
14,0,0.276,0.593,26.2
7,0,0.481,0.372,33.4
18,0,0.929,0.67,58.3
10,1,0.752,0.131,58.7
4,1,0.053,0.715,53.1
1,1,0.008,0.58,57.7
9,1,0.787,0.486,69.2
15,0,0.553,0.128,29.7
22,1,0.72,0.278,73.9
12,1,0.157,0.295,42.1
7,0,0.872,0.234,43.4
8,0,0.773,0.954,55.4
10,0,0.891,0.916,56.5
10,0,0.341,0.546,28.9
22,1,0.276,0.206,49.2
15,0,0.152,0.911,28.9
9,0,0.93,0.749,58.2
23,0,0.177,0.039,25.7
11,0,0.119,0.491,23.0
5,0,0.193,0.605,33.7
11,1,0.771,0.066,64.7
9,0,0.89,0.05,38.1
17,1,0.811,0.464,70.2
17,0,0.563,0.002,32.4
3,1,0.994,0.047,81.2
8,0,0.069,0.165,11.8
6,0,0.867,0.91,57.4
17,0,0.428,0.766,43.0
7,1,0.455,0.45,58.8
10,0,0.128,0.479,24.1
6,0,0.033,0.686,18.3
8,1,0.317,0.474,49.2
7,0,0.175,0.064,11.0
2,0,0.483,0.739,51.0
16,0,0.147,0.058,17.0
1,0,0.138,0.486,32.5
14,0,0.877,0.862,59.9
13,0,0.921,0.117,44.7
17,1,0.964,0.707,78.9
15,0,0.681,0.046,39.2
19,0,0.771,0.993,57.7
21,0,0.836,0.682,53.6
3,0,0.659,0.969,63.4
19,0,0.33,0.668,26.4
5,1,0.156,0.242,49.6
5,1,0.237,0.926,69.9
10,1,0.84,0.627,75.7
16,0,0.696,0.576,44.1
23,1,0.456,0.429,70.7
2,1,0.029,0.285,47.2
12,0,0.266,0.53,33.4
21,0,0.729,0.366,41.4
2,0,0.512,0.854,55.0
15,0,0.436,0.029,24.4
14,1,0.314,0.53,51.4
10,0,0.607,0.837,42.9
17,0,0.966,0.028,44.3
14,0,0.901,0.282,52.5
4,0,0.03,0.052,16.1
15,0,0.481,0.595,37.7
15,1,0.329,0.317,48.7
16,0,0.511,0.96,45.3
8,1,0.606,0.616,70.0
22,0,0.2,0.562,34.6
2,0,0.782,0.917,62.8
19,0,0.475,0.224,33.3
12,1,0.992,0.562,79.1
21,0,0.025,0.543,18.9
2,0,0.19,0.082,19.8
6,0,0.69,0.932,55.1
5,1,0.695,0.7,89.6
8,0,0.582,0.888,46.0
11,0,0.972,0.983,60.5
14,0,0.415,0.48,33.5
20,0,0.417,0.804,38.0
19,1,0.91,0.578,84.4
2,1,0.538,0.977,79.3
9,0,0.354,0.247,20.1
0,1,0.719,0.014,69.9
18,1,0.62,0.186,60.3
18,0,0.306,0.128,17.5
22,1,0.298,0.437,63.5
22,0,0.396,0.077,32.5
12,0,0.072,0.22,11.5
11,0,0.943,0.096,46.3
0,0,0.183,0.487,31.2
18,0,0.194,0.267,15.9
23,1,0.647,0.471,70.5
15,1,0.724,0.089,58.9
22,1,0.737,0.517,87.3
22,0,0.375,0.13,32.7
14,1,0.873,0.099,63.9
15,0,0.544,0.31,36.8
10,0,0.439,0.874,39.9
23,0,0.81,0.789,64.1
5,0,0.244,0.959,44.7
10,0,0.86,0.46,53.1
2,0,0.539,0.312,38.8
14,1,0.9,0.971,89.8
0,1,0.202,0.382,57.9
6,1,0.936,0.009,67.9
0,0,0.688,0.82,56.4
16,1,0.618,0.169,57.4
8,1,0.422,0.718,61.4
22,0,0.956,0.015,59.0
12,1,0.444,0.111,54.3
10,0,0.499,0.484,33.4
19,0,0.781,0.068,43.6
5,0,0.285,0.889,47.0
0,0,0.291,0.75,43.1
6,1,0.775,0.328,66.7
11,0,0.129,0.598,20.4
21,0,0.823,0.716,53.9
19,1,0.625,0.755,71.3
22,1,0.539,0.396,68.3
18,0,0.229,0.899,35.5
16,0,0.786,0.942,55.8
3,0,0.805,0.196,52.4
2,0,0.483,0.911,55.8
0,0,0.389,0.713,47.3
17,0,0.246,0.888,27.7
20,1,0.754,0.425,71.0
14,1,0.639,0.661,68.9
7,0,0.207,0.235,16.6
0,0,0.794,0.751,62.0
19,0,0.882,0.582,51.0
13,0,0.059,0.481,17.4
3,0,0.772,0.693,59.7
4,0,0.853,0.552,62.2
22,0,0.992,0.765,65.4
12,0,0.238,0.858,32.2
23,0,0.371,0.801,45.8
14,0,0.966,0.308,56.6
5,0,0.094,0.976,32.4
0,0,0.524,0.65,51.7
22,0,0.507,0.323,43.0
18,0,0.607,0.043,32.4
12,0,0.331,0.988,36.7
5,0,0.926,0.599,65.0
14,0,0.27,0.228,20.8
15,1,0.65,0.491,76.4
23,0,0.496,0.398,41.9
22,0,0.267,0.951,42.3
15,1,0.189,0.493,53.4
9,1,0.957,0.485,79.0
21,0,0.561,0.795,44.9
8,1,0.604,0.391,65.4
8,0,0.783,0.197,40.5
16,1,0.081,0.768,47.4
16,0,0.714,0.91,52.2
16,1,0.165,0.046,35.0
23,1,0.74,0.86,82.5
11,0,0.141,0.438,16.9
12,1,0.832,0.289,62.0
11,0,0.681,0.039,31.9
13,0,0.386,0.206,23.0
9,0,0.359,0.333,27.8
22,1,0.149,0.071,47.8
18,0,0.904,0.189,44.5
1,0,0.119,0.737,38.0
3,0,0.472,0.687,46.4
18,0,0.237,0.77,26.5
6,0,0.996,0.165,40.6
14,1,0.586,0.043,54.4
14,1,0.15,0.469,45.2
23,0,0.668,0.343,52.4
5,0,0.992,0.777,67.6
2,0,0.605,0.539,52.2
5,0,0.457,0.931,44.5
15,0,0.293,0.061,14.1
1,0,0.092,0.364,27.1
6,0,0.228,0.405,24.3
10,0,0.554,0.126,24.7
6,1,0.754,0.583,69.4
3,1,0.878,0.04,76.1
23,0,0.794,0.713,60.7
19,0,0.125,0.037,12.4
6,0,0.773,0.873,56.1
3,1,0.582,0.065,60.7
11,0,0.469,0.456,34.2
4,1,0.573,0.155,63.9
22,0,0.008,0.133,19.0
18,0,0.068,0.721,20.7
4,0,0.526,0.774,54.7
18,0,0.174,0.739,28.5
20,0,0.546,0.404,31.9
2,0,0.354,0.991,43.9
10,1,0.907,0.34,76.7
6,0,0.95,0.245,45.8
16,0,0.98,0.997,62.3
8,0,0.899,0.977,62.7
20,0,0.986,0.592,53.2
8,0,0.706,0.209,38.0
9,0,0.961,0.238,48.2
12,0,0.642,0.521,40.8
14,0,0.809,0.776,56.5
21,0,0.132,0.077,13.2
4,0,0.683,0.688,59.0
2,1,0.931,0.103,78.6
7,0,0.54,0.844,41.3
19,1,0.187,0.532,51.2
9,0,0.527,0.99,44.2
12,0,0.707,0.753,48.7
2,0,0.77,0.497,57.0
21,0,0.524,0.141,26.5
7,0,0.217,0.542,22.2
8,0,0.927,0.114,43.5
21,0,0.774,0.905,56.3
20,0,0.271,0.23,21.5
11,1,0.812,0.865,75.7
10,1,0.348,0.304,55.9
1,0,0.312,0.222,33.1
17,0,0.863,0.304,44.3
8,0,0.873,0.708,53.6
1,0,0.398,0.525,40.7
1,1,0.009,0.107,41.4
2,0,0.187,0.137,28.7
15,0,0.909,0.379,56.1
18,0,0.899,0.339,46.2
3,1,0.453,0.852,73.8
22,0,0.304,0.572,38.3
17,0,0.303,0.187,16.7
19,0,0.897,0.028,43.0
17,0,0.325,0.102,20.6
9,0,0.512,0.7,39.9
10,1,0.731,0.847,70.6
16,0,0.209,0.783,22.2
23,1,0.254,0.79,64.8
22,0,0.358,0.261,36.5
23,0,0.654,0.989,55.6
19,1,0.817,0.086,67.1
15,0,0.547,0.821,42.4
19,1,0.133,0.097,34.8
12,1,0.446,0.268,53.5
1,0,0.128,0.495,26.1
23,1,0.088,0.053,37.0
1,1,0.59,0.394,75.1
13,0,0.956,0.35,50.1
3,0,0.838,0.647,59.3
16,0,0.774,0.718,48.6
12,0,0.727,0.09,33.6
3,0,0.897,0.038,50.6
2,0,0.753,0.776,60.3
11,0,0.627,0.528,42.7
21,0,0.365,0.535,28.2
22,0,0.101,0.981,35.5
7,0,0.461,0.438,30.6
1,0,0.925,0.196,63.3
5,1,0.583,0.681,77.4
21,0,0.185,0.816,29.9
9,0,0.649,0.502,40.2
11,0,0.465,0.692,42.7
20,0,0.931,0.514,55.1
9,0,0.161,0.407,16.5
9,1,0.712,0.034,59.6
22,0,0.682,0.174,44.6
2,1,0.984,0.48,90.2
19,0,0.565,0.397,38.5
9,0,0.872,0.843,53.1
8,1,0.025,0.108,34.2
19,1,0.123,0.05,33.5
18,0,0.346,0.087,24.8
13,1,0.619,0.678,71.2
1,0,0.449,0.594,38.9
4,1,0.203,0.632,57.4
19,0,0.589,0.157,27.7
7,1,0.567,0.516,62.8
6,0,0.524,0.768,42.2
5,0,0.091,0.684,34.7
10,0,0.927,0.439,50.1
11,0,0.592,0.104,29.9
17,0,0.264,0.871,33.8
18,0,0.687,0.526,52.5
9,0,0.318,0.89,31.0
20,1,0.506,0.439,53.4
13,0,0.341,0.237,21.8
2,1,0.88,0.307,79.2
17,0,0.994,0.418,50.9
23,0,0.161,0.614,33.7
14,0,0.024,0.769,17.8
5,0,0.219,0.243,26.8
9,0,0.59,0.188,31.5
11,0,0.174,0.203,15.2
6,0,0.811,0.934,55.7
16,0,0.409,0.164,24.2
0,0,0.611,0.346,43.9
17,1,0.456,0.486,57.2
14,1,0.903,0.556,77.2
18,1,0.035,0.858,51.4
0,1,0.729,0.113,67.0
4,0,0.652,0.108,43.3
14,0,0.65,0.316,37.8
2,1,0.414,0.413,65.4
0,0,0.016,0.374,23.8
7,1,0.689,0.392,61.5
11,0,0.829,0.851,55.7
21,0,0.085,0.837,25.5
18,0,0.442,0.806,40.4
11,1,0.163,0.755,51.1
12,1,0.611,0.04,53.6
0,1,0.786,0.149,77.4
18,0,0.667,0.732,42.7
5,0,0.318,0.595,35.5
7,0,0.14,0.674,20.3
3,1,0.794,0.717,87.1
4,0,0.324,0.911,44.0
21,0,0.022,0.635,18.3
6,0,0.571,0.276,37.5
22,0,0.247,0.083,23.0
3,0,0.841,0.432,52.2
19,0,0.143,0.71,27.4
3,0,0.435,0.282,35.5
14,1,0.253,0.12,39.0
20,0,0.69,0.999,52.2
4,0,0.549,0.419,44.7
23,0,0.791,0.216,48.4
8,1,0.459,0.165,53.3
1,0,0.005,0.863,30.1
6,0,0.215,0.82,27.5
16,0,0.999,0.613,51.6
15,0,0.405,0.547,24.8
16,1,0.62,0.951,74.5
19,1,0.905,0.228,66.8
22,0,0.021,0.415,23.7
1,0,0.66,0.025,47.7
10,0,0.288,0.419,26.3
1,0,0.279,0.384,33.9
0,1,0.225,0.949,69.3
1,0,0.823,0.358,61.5
22,0,0.373,0.835,41.0
8,1,0.067,0.767,47.6
21,0,0.097,0.147,16.2
1,0,0.149,0.963,41.1
14,0,0.899,0.631,57.2
9,0,0.427,0.597,32.2
14,1,0.916,0.012,63.1
9,0,0.817,0.699,57.4
22,0,0.838,0.056,49.9
16,0,0.287,0.185,22.7
8,0,0.271,0.099,20.5
17,1,0.56,0.378,63.8
3,0,0.418,0.796,48.5
8,1,0.509,0.707,65.5
15,1,0.053,0.107,35.8
3,1,0.972,0.798,92.9
15,1,0.058,0.461,44.7
18,0,0.179,0.033,11.1
0,1,0.678,0.224,74.9
22,0,0.156,0.785,39.3
5,0,0.107,0.733,27.3
9,0,0.154,0.188,17.3
15,0,0.062,0.038,8.9
3,0,0.251,0.295,35.0
21,0,0.271,0.795,36.9
21,0,0.499,0.938,44.0
12,0,0.439,0.573,35.1
15,0,0.474,0.091,21.9
19,1,0.616,0.502,64.2
5,0,0.231,0.999,49.2
10,0,0.135,0.939,29.2
23,0,0.879,0.993,72.8
2,0,0.634,0.699,54.3
19,0,0.061,0.426,15.6
9,0,0.961,0.893,63.0
0,0,0.693,0.895,51.9
19,0,0.152,0.144,15.1
10,0,0.969,0.775,52.5
11,1,0.365,0.919,62.8
13,0,0.985,0.899,59.8
7,1,0.103,0.707,44.8
10,1,0.16,0.537,51.6
3,0,0.657,0.777,60.2
6,1,0.022,0.516,40.1
9,1,0.019,0.321,44.3
18,0,0.792,0.259,44.8
3,0,0.168,0.541,32.0
1,0,0.919,0.456,55.2
20,0,0.426,0.524,32.2
17,0,0.874,0.261,43.3
13,1,0.418,0.591,57.1
15,1,0.53,0.662,65.7
21,0,0.317,0.807,31.9
10,1,0.658,0.59,72.1
9,1,0.318,0.756,56.3
16,0,0.223,0.169,14.2
13,0,0.081,0.121,12.6
21,0,0.058,0.18,10.8
3,1,0.306,0.846,71.7
18,1,0.736,0.556,71.1
1,0,0.206,0.455,28.2
6,0,0.299,0.762,33.1
8,1,0.905,0.124,66.0
18,1,0.639,0.006,56.1
15,0,0.92,0.311,46.2
21,0,0.911,0.249,45.8
15,1,0.063,0.307,38.8
17,0,0.955,0.974,64.9
22,0,0.051,0.568,26.7
20,1,0.926,0.589,70.4
20,0,0.547,0.656,37.1
10,1,0.533,0.398,59.7
6,0,0.713,0.979,56.7
8,0,0.879,0.973,60.5
3,0,0.617,0.769,58.1
12,0,0.425,0.212,26.7
3,0,0.112,0.88,37.7
18,0,0.789,0.101,37.9
1,0,0.128,0.63,35.9
8,1,0.726,0.457,73.1
11,0,0.528,0.039,24.0
1,0,0.386,0.904,49.2
5,0,0.613,0.961,55.2
4,0,0.772,0.907,69.1
4,0,0.941,0.192,57.0
19,0,0.265,0.333,22.2
21,1,0.947,0.956,83.6
4,0,0.961,0.106,54.9
3,0,0.814,0.583,59.0
8,0,0.881,0.486,46.7
21,0,0.692,0.152,36.2
9,0,0.039,0.887,21.7
15,1,0.575,0.134,57.0
9,0,0.747,0.593,43.8
9,0,0.942,0.318,49.5
18,0,0.57,0.418,35.6
9,1,0.794,0.211,66.9
5,0,0.705,0.625,56.2
16,0,0.281,0.989,36.3
4,0,0.155,0.834,35.6
5,1,0.751,0.683,85.4
23,0,0.234,0.756,40.3
14,0,0.245,0.839,33.5
18,1,0.644,0.473,65.1
17,0,0.789,0.567,47.4
3,0,0.582,0.895,53.2
7,0,0.885,0.696,52.3
15,1,0.211,0.136,39.8
23,0,0.252,0.78,43.6
18,0,0.637,0.023,27.2
19,1,0.829,0.848,76.1
2,0,0.539,0.788,52.1
9,0,0.01,0.831,19.7
1,1,0.677,0.024,66.4
3,0,0.814,0.972,65.7
5,0,0.277,0.614,36.5
10,0,0.054,0.8,20.9
13,0,0.518,0.567,34.3
15,1,0.042,0.34,37.4
20,0,0.416,0.296,23.2
18,0,0.018,0.07,8.9
1,1,0.225,0.543,57.2
16,0,0.389,0.144,24.8
8,0,0.112,0.568,18.8
16,0,0.114,0.625,25.2
14,0,0.827,0.442,47.0
6,0,0.041,0.156,6.6
21,0,0.689,0.433,48.7
22,0,0.814,0.879,63.9
18,0,0.131,0.458,17.7
2,0,0.195,0.343,28.2
0,0,0.641,0.63,54.4
3,0,0.316,0.619,35.6
17,0,0.476,0.091,26.3
7,0,0.836,0.236,38.1
18,0,0.138,0.494,20.2
22,0,0.62,0.366,50.5
22,0,0.942,0.32,57.4
5,0,0.057,0.446,28.9
0,0,0.06,0.29,18.2
7,0,0.555,0.347,32.3
0,1,0.96,0.774,90.2
18,1,0.22,0.51,54.7
10,0,0.331,0.873,34.5
20,0,0.099,0.949,26.0
23,0,0.362,0.922,47.2
14,1,0.044,0.254,36.9
22,1,0.389,0.473,63.9
10,0,0.555,0.535,34.3
18,1,0.975,0.852,90.1
20,0,0.818,0.559,52.2
9,0,0.822,0.253,43.9
23,1,0.228,0.548,60.9
11,0,0.087,0.044,10.0
0,1,0.603,0.834,79.4
23,0,0.521,0.566,45.5
6,0,0.517,0.652,43.5
16,0,0.109,0.201,15.3
9,0,0.494,0.558,31.9
5,0,0.15,0.531,30.3
16,0,0.422,0.62,35.7
17,0,0.062,0.847,25.5
4,0,0.857,0.765,66.2
17,1,0.013,0.547,37.0
16,0,0.939,0.893,61.4
21,0,0.863,0.358,50.0
15,0,0.753,0.493,40.4
7,0,0.983,0.649,62.5
23,0,0.054,0.441,27.0
12,0,0.642,0.361,38.2
23,0,0.849,0.112,48.4
15,0,0.127,0.636,20.9
10,0,0.585,0.193,31.1
5,1,0.394,0.138,54.2
2,0,0.436,0.182,35.1
0,1,0.913,0.688,87.6
17,0,0.539,0.138,31.4
4,0,0.093,0.976,29.1
12,0,0.937,0.759,56.9
9,1,0.185,0.393,42.4
4,0,0.893,0.593,62.6
13,0,0.971,0.008,51.1
16,0,0.878,0.845,62.0
0,0,0.677,0.271,46.0
1,1,0.744,0.072,70.6
6,1,0.7,0.758,70.6
9,1,0.461,0.33,54.6
19,0,0.274,0.568,29.5
6,1,0.285,0.844,54.3
23,0,0.731,0.776,64.5
15,0,0.626,0.337,39.5
4,1,0.585,0.869,83.4
11,0,0.653,0.389,40.0
16,0,0.775,0.5,43.3
15,0,0.748,0.612,50.2
19,0,0.105,0.071,9.7
15,0,0.363,0.597,26.4
18,0,0.264,0.577,27.3
14,1,0.538,0.873,65.5
11,1,0.061,0.354,37.7
20,1,0.762,0.242,67.5
9,0,0.107,0.477,18.4
21,1,0.271,0.687,54.5
1,1,0.783,0.562,86.1
6,0,0.052,0.138,3.1
12,0,0.66,0.348,41.7
2,0,0.924,0.064,53.7
14,0,0.618,0.739,44.3
0,0,0.713,0.883,61.1
2,0,0.792,0.046,49.5
9,0,0.222,0.525,27.5
14,0,0.581,0.566,38.8
21,0,0.309,0.439,25.7
5,1,0.249,0.503,61.9
19,1,0.192,0.71,45.6
14,0,0.585,0.484,37.8
23,0,0.795,0.92,66.7
20,0,0.876,0.541,49.4
6,0,0.429,0.072,21.2
20,0,0.373,0.953,38.5
4,1,0.687,0.147,68.7
3,0,0.78,0.784,61.2
21,1,0.253,0.527,49.3
17,1,0.297,0.741,61.4
2,0,0.533,0.513,43.2
16,0,0.444,0.059,26.5
17,0,0.706,0.375,39.0
17,0,0.504,0.621,38.6
23,0,0.112,0.629,34.0
23,1,0.166,0.973,70.7
1,1,0.902,0.606,89.4
12,1,0.227,0.286,43.6
21,0,0.05,0.043,8.1
14,0,0.731,0.788,55.8
4,0,0.684,0.889,60.6
2,0,0.6,0.614,47.4
4,0,0.502,0.482,43.6
4,0,0.97,0.861,69.8
4,0,0.12,0.24,26.8
2,1,0.51,0.399,64.7
2,1,0.564,0.508,71.2
19,0,0.022,0.049,7.5
22,1,0.412,0.689,69.4
17,0,0.783,0.189,40.4
19,0,0.471,0.333,30.9
3,1,0.875,0.414,83.9
0,0,0.645,0.639,50.8
15,1,0.766,0.065,64.3
7,0,0.804,0.341,42.4
16,1,0.69,0.274,63.0
7,1,0.749,0.002,56.4
6,0,0.695,0.692,46.8
7,0,0.55,0.236,32.3
20,0,0.567,0.166,31.1
23,0,0.19,0.798,36.2
11,0,0.827,0.039,42.3
15,1,0.312,0.9,62.2
11,0,0.536,0.687,39.8
18,1,0.25,0.172,43.0
9,1,0.696,0.35,62.6
6,0,0.975,0.95,61.1
11,0,0.802,0.619,53.8
19,0,0.619,0.609,40.9
4,0,0.568,0.653,59.1
15,0,0.49,0.463,30.4
8,0,0.205,0.167,17.7
6,0,0.348,0.151,22.6
19,0,0.406,0.687,35.1
21,1,0.945,0.884,80.7
13,1,0.426,0.3,48.9
10,0,0.586,0.503,39.1
6,0,0.922,0.992,58.7
9,1,0.518,0.257,59.5
8,1,0.251,0.39,47.2
3,0,0.381,0.364,38.3
15,0,0.376,0.033,20.6
9,0,0.715,0.51,43.6
18,0,0.296,0.209,25.6
23,0,0.73,0.129,50.0
16,0,0.889,0.71,55.2
8,0,0.336,0.766,35.8
12,0,0.135,0.889,31.7
0,0,0.639,0.934,57.4
1,0,0.361,0.869,42.2
12,1,0.534,0.122,55.5
23,0,0.634,0.224,48.6
8,1,0.408,0.122,43.6
6,0,0.925,0.354,47.2
15,0,0.4,0.124,22.7
18,0,0.307,0.653,27.4
6,0,0.886,0.717,54.3
5,0,0.136,0.16,20.3
17,0,0.124,0.622,21.4
18,1,0.936,0.023,70.0
10,1,0.209,0.434,40.8
11,0,0.148,0.285,13.5
9,1,0.535,0.998,75.6
12,0,0.047,0.923,22.9
11,0,0.62,0.148,25.0
20,0,0.453,0.917,42.0
9,0,0.64,0.419,38.8
19,0,0.284,0.577,28.3
17,0,0.905,0.534,52.1
3,0,0.271,0.726,44.2
23,0,0.638,0.335,45.1
4,0,0.945,0.07,53.9
4,0,0.401,0.418,38.1
11,0,0.161,0.545,24.4
2,0,0.068,0.555,31.2
7,1,0.963,0.793,85.5
21,0,0.764,0.044,42.9
1,0,0.919,0.988,73.2
17,0,0.699,0.991,56.5
8,1,0.342,0.099,43.0
12,0,0.123,0.344,14.7
6,0,0.929,0.59,59.9
9,0,0.49,0.373,28.0
8,1,0.397,0.488,57.9
21,0,0.578,0.326,38.5
14,0,0.107,0.712,27.0
4,0,0.309,0.364,29.9
11,0,0.638,0.43,38.1
0,0,0.1,0.576,32.4
11,1,0.135,0.969,57.0
21,0,0.511,0.642,38.2
5,0,0.623,0.097,39.8
18,0,0.187,0.319,18.0
18,0,0.033,0.42,12.9
15,0,0.958,0.74,54.4
18,0,0.027,0.447,14.1
2,0,0.002,0.659,33.8
22,0,0.323,0.839,43.9
9,0,0.222,0.104,11.4
17,1,0.574,0.766,67.2
12,0,0.894,0.746,60.9
17,1,0.481,0.82,60.9
2,0,0.773,0.956,65.1
22,0,0.909,0.31,59.8
2,0,0.189,0.429,27.7
22,0,0.488,0.263,40.4
11,0,0.642,0.327,34.5
19,1,0.332,0.33,46.2
6,1,0.74,0.87,78.9
23,0,0.705,0.063,49.9
7,1,0.421,0.203,49.7
8,0,0.088,0.611,22.5
13,1,0.012,0.765,47.2
4,0,0.369,0.697,44.2
20,1,0.082,0.047,32.1
18,0,0.782,0.454,42.3
20,1,0.334,0.184,44.7
15,0,0.666,0.988,50.9
23,0,0.346,0.999,47.6
11,0,0.796,0.051,34.4
20,1,0.888,0.668,78.3
3,0,0.838,0.813,62.9
7,0,0.484,0.325,32.5
6,0,0.084,0.694,21.1
14,1,0.372,0.188,51.2
5,0,0.424,0.128,35.2
4,0,0.96,0.925,70.4
13,1,0.565,0.643,65.0
20,0,0.641,0.817,46.6
12,0,0.782,0.533,47.4
9,0,0.568,0.155,31.9
17,1,0.598,0.377,60.1
3,0,0.245,0.882,41.7
7,0,0.059,0.016,8.0
23,1,0.721,0.207,64.1
10,0,0.849,0.253,45.7
16,1,0.412,0.263,48.9
17,0,0.549,0.099,28.1
20,0,0.307,0.848,32.2
10,0,0.45,0.16,28.4
15,0,0.209,0.83,33.0
11,0,0.76,0.355,42.2
12,0,0.492,0.457,33.5
15,1,0.547,0.463,61.0
22,0,0.037,0.713,30.7
20,1,0.622,0.731,72.5
0,0,0.203,0.641,45.0
15,0,0.383,0.774,35.3
14,1,0.413,0.008,48.4
5,0,0.449,0.505,40.5
11,1,0.227,0.524,47.3
7,0,0.85,0.239,40.7
6,0,0.428,0.556,37.3
1,0,0.612,0.467,50.9
11,0,0.614,0.472,37.8
20,0,0.607,0.118,32.3
13,1,0.559,0.435,63.4
15,0,0.823,0.766,56.8
10,0,0.813,0.41,46.9
19,1,0.417,0.487,56.7
8,1,0.636,0.968,78.7
9,0,0.103,0.872,23.2
16,0,0.091,0.929,21.4
11,0,0.48,0.078,29.5
5,0,0.9,0.619,62.0
18,0,0.65,0.223,39.5
10,1,0.669,0.404,70.6
8,0,0.158,0.68,30.5
20,0,0.453,0.579,25.7
5,1,0.401,0.506,68.5
23,0,0.783,0.814,61.1
15,1,0.138,0.683,47.2
19,0,0.539,0.821,44.1
15,0,0.911,0.932,58.2
5,1,0.892,0.712,92.2
4,0,0.852,0.395,61.0
20,1,0.375,0.213,48.6
3,0,0.941,0.271,59.1
1,1,0.805,0.397,78.8
5,0,0.851,0.74,65.3
8,0,0.932,0.04,47.3
16,0,0.937,0.814,60.0
13,0,0.24,0.758,29.4
6,0,0.128,0.499,24.0
21,0,0.691,0.4,39.4
18,0,0.563,0.113,28.6
0,0,0.327,0.29,31.9
19,1,0.684,0.11,54.9
14,0,0.062,0.819,21.3
17,0,0.047,0.509,17.2
2,0,0.354,0.247,34.8
17,0,0.194,0.018,10.2
1,1,0.719,0.524,77.7
9,0,0.948,0.752,52.3
10,0,0.662,0.766,53.4
23,0,0.655,0.214,49.9
2,1,0.007,0.995,58.0
6,0,0.512,0.569,37.3
7,1,0.817,0.332,66.7
18,0,0.654,0.393,42.1
17,1,0.228,0.124,43.5
12,0,0.848,0.493,44.9
12,1,0.964,0.753,80.7
23,0,0.279,0.409,34.1
18,0,0.207,0.867,34.8
22,1,0.339,0.477,61.9
11,0,0.063,0.901,29.5
16,0,0.873,0.703,54.9
21,1,0.929,0.055,65.8
11,0,0.633,0.067,30.4
12,0,0.764,0.8,53.5
11,0,0.669,0.357,41.4
18,0,0.377,0.189,26.7
13,1,0.632,0.865,73.2
6,0,0.836,0.983,59.5
12,0,0.81,0.809,60.3
5,0,0.081,0.725,40.0
23,0,0.463,0.001,33.7
18,1,0.397,0.106,42.7
18,1,0.752,0.671,73.9
3,0,0.501,0.41,43.6
18,0,0.35,0.019,15.6
8,1,0.706,0.741,73.4
15,0,0.474,0.419,29.2
3,0,0.257,0.659,39.6
5,0,0.89,0.468,61.8
7,0,0.113,0.026,11.6
23,1,0.018,0.636,56.4
15,0,0.144,0.788,27.9
4,1,0.164,0.156,52.0
20,0,0.538,0.891,48.2
21,0,0.625,0.182,32.3
9,1,0.449,0.423,56.0
22,1,0.204,0.527,57.6
12,1,0.132,0.314,39.3
13,0,0.492,0.5,33.8
6,1,0.565,0.718,69.5
19,0,0.304,0.714,33.6
5,0,0.22,0.922,37.2
6,0,0.081,0.862,30.6
4,0,0.026,0.985,38.3
20,1,0.106,0.595,46.8
17,0,0.742,0.401,38.5
22,0,0.344,0.24,30.0
11,0,0.027,0.244,15.5
5,0,0.508,0.151,41.4
0,0,0.536,0.727,54.4
3,0,0.429,0.654,44.8
18,0,0.111,0.292,19.2
11,0,0.755,0.892,48.9
14,1,0.689,0.552,64.9
2,0,0.395,0.069,35.2
22,0,0.381,0.061,28.7
19,1,0.156,0.143,39.0
7,0,0.754,0.211,34.0
10,1,0.6,0.887,63.2
15,0,0.086,0.778,20.9
8,1,0.378,0.202,48.0
2,0,0.904,0.248,53.3
4,0,0.452,0.637,47.7
19,0,0.325,0.872,38.5
13,0,0.644,0.317,38.9
14,1,0.203,0.525,45.2
5,0,0.524,0.89,55.3
3,0,0.67,0.771,53.5
7,0,0.855,0.892,62.6
18,1,0.693,0.278,63.4
4,1,0.384,0.691,66.6
12,0,0.768,0.114,38.2
15,0,0.898,0.616,53.8
0,0,0.478,0.304,42.3
12,0,0.005,0.701,13.5
21,0,0.881,0.142,41.0
10,0,0.165,0.666,26.4
20,1,0.126,0.709,51.6
7,1,0.308,0.857,69.3
7,0,0.38,0.687,38.1
23,0,0.799,0.523,55.4
13,1,0.389,0.784,66.6
12,0,0.049,0.284,14.4
2,0,0.636,0.677,58.1
3,1,0.671,0.725,82.7
19,0,0.814,0.393,49.7
14,0,0.399,0.989,44.0
14,0,0.086,0.356,17.2
20,0,0.553,0.084,27.5
12,0,0.121,0.303,14.6
8,0,0.017,0.099,4.8
9,0,0.779,0.339,42.7
11,1,0.403,0.128,52.0
13,0,0.525,0.44,36.5
0,0,0.663,0.778,54.7
